类别,序号,R通道一阶矩,G通道一阶矩,B通道一阶矩,R通道二阶矩,G通道二阶矩,B通道二阶矩,R通道三阶矩,G通道三阶矩,B通道三阶矩
1,1,0.582822907,0.543773678,0.252828731,0.01419203,0.016143875,0.041075252,-0.012643137,-0.016090364,-0.041536239
1,10,0.641659507,0.57065724,0.213727989,0.01543884,0.011177918,0.013707795,0.009727136,-0.003723814,-0.003779448
1,11,0.603684375,0.57671893,0.282253758,0.008658572,0.007074807,0.01220364,-0.004694985,-0.00257089,-0.009450531
1,12,0.589705738,0.59374302,0.252242475,0.007908293,0.005940868,0.010568364,0.0033034,-0.003416659,-0.005273416
1,13,0.591096221,0.592093047,0.253594899,0.007448469,0.006494667,0.012151602,0.000496116,-0.002235644,-0.005095575
1,14,0.588680079,0.569633888,0.318905298,0.00752769,0.005046087,0.008386259,-0.003529253,0.001746734,-0.005790924
1,15,0.588492862,0.573200244,0.288403482,0.00730554,0.005103212,0.01168218,0.003054735,-0.000970745,0.008593961
1,16,0.618122791,0.539779453,0.274866555,0.008525613,0.006198468,0.014824628,-0.002575195,0.003627499,0.014224197
1,17,0.618459936,0.539302375,0.273901252,0.008856051,0.005895283,0.014474313,0.003110136,0.00343197,0.014804346
1,18,0.664159031,0.576430223,0.29408228,0.010958406,0.007767222,0.019056594,-0.005178429,0.004119251,0.012535404
1,19,0.700703699,0.601434308,0.293267673,0.008397839,0.007157567,0.013220593,0.002303993,0.001872696,0.005392328
1,2,0.563773256,0.534851062,0.271671559,0.009723383,0.007856393,0.011873289,-0.005129687,0.003031937,-0.005469752
1,20,0.621951712,0.548451805,0.266309916,0.010082493,0.005803256,0.011888772,-0.002335454,-0.002661969,-0.009021775
1,21,0.611728954,0.528409556,0.238518715,0.009791912,0.006804303,0.014620198,0.005853284,0.004100835,0.007801122
1,22,0.624195629,0.568279926,0.322870307,0.008116749,0.004635266,0.010955118,-0.006570476,-0.001210394,-0.007105396
1,23,0.692683339,0.664455042,0.279794176,0.008884132,0.005682682,0.011976042,0.00401281,-0.001881162,-0.006362591
1,24,0.567813613,0.585407044,0.251614701,0.00780476,0.006037519,0.012720533,-0.003434374,-0.002585714,0.0054227
1,25,0.549883422,0.583301906,0.294743114,0.007412482,0.005286935,0.012042102,0.002737452,-0.001935983,0.006671324
1,26,0.56274183,0.564715878,0.288780608,0.006997799,0.005067823,0.011984218,0.004631176,0.002622777,-0.002566614
1,27,0.663539714,0.623293756,0.211756248,0.007987901,0.005835253,0.01361464,-0.004666453,-0.002221755,-0.008417243
1,28,0.668541915,0.62022024,0.22188559,0.007265334,0.006330682,0.010687742,-0.004022906,-0.003437095,0.004175919
1,29,0.577056075,0.53938003,0.281207725,0.020311584,0.015022262,0.012230144,0.009822402,-0.005112163,0.006681031
1,3,0.630328053,0.594268536,0.298577417,0.007730979,0.00587734,0.01014829,0.003447375,-0.003451414,-0.006528096
1,30,0.639464412,0.595075454,0.240151004,0.011428324,0.008781154,0.015075975,-0.003983494,-0.003103438,-0.003993519
1,31,0.55784035,0.535227419,0.265775174,0.013240379,0.0086978,0.014258376,-0.008330015,-0.006387519,-0.009035914
1,32,0.620828408,0.592502465,0.220175262,0.014568033,0.010934848,0.010109187,0.00259608,-0.003491818,0.006791667
1,33,0.613658792,0.583041647,0.224204471,0.013923691,0.010942556,0.010806703,0.004477681,0.005140587,0.002728305
1,34,0.603469095,0.607893882,0.254027383,0.010827851,0.006683538,0.010370164,-0.007594223,-0.003357207,0.002708288
1,35,0.603319936,0.602263907,0.238728614,0.009967603,0.006597839,0.010840544,-0.005680503,-0.00290401,-0.00549283
1,36,0.634279607,0.557472451,0.181759958,0.007524938,0.00589837,0.010192843,-0.002209226,0.002462507,-0.004226595
1,37,0.574874051,0.5618488,0.256533097,0.007708219,0.004825448,0.01098618,-0.002442424,0.002611723,0.005168691
1,38,0.641579545,0.619802749,0.333154958,0.008288946,0.005427761,0.008761489,-0.004375367,-0.003101834,0.006184007
1,39,0.556375673,0.57549529,0.285102383,0.007268055,0.00509395,0.009856786,-0.002590167,-0.002777961,0.006997789
1,4,0.638605596,0.619260319,0.319711447,0.008124872,0.006044854,0.009746309,-0.004874416,0.003083476,-0.00449866
1,40,0.585554665,0.565562008,0.255924544,0.007921985,0.005304003,0.01058632,-0.004083311,0.002132888,0.00532096
1,41,0.582092874,0.571473385,0.280303161,0.006899205,0.00494658,0.01011564,-0.00402317,-0.00237222,0.005693898
1,42,0.60649648,0.546209041,0.29714311,0.009078317,0.006645643,0.009607282,-0.004520128,-0.003496186,-0.006597635
1,43,0.60649648,0.546209041,0.29714311,0.009078317,0.006645643,0.009607282,-0.004520128,-0.003496186,-0.006597635
1,44,0.607896189,0.572312595,0.257510317,0.008357922,0.006559411,0.010473768,0.002674937,-0.003038468,0.001535535
1,45,0.591862005,0.535118625,0.264706459,0.008810429,0.006294332,0.010239124,-0.004637355,-0.002495954,0.008113142
1,46,0.607741648,0.549252188,0.269572956,0.008395809,0.006243506,0.009366123,-0.002652206,-0.002183033,-0.005813939
1,47,0.599162712,0.575508745,0.253377697,0.008632005,0.005440597,0.01077332,0.003241162,-0.001698174,0.005322676
1,48,0.64020444,0.623063867,0.296739074,0.008250393,0.005372406,0.016386858,0.00367861,0.00228518,0.007798421
1,49,0.644749938,0.623320282,0.284817136,0.009566674,0.006000184,0.010940387,0.00639255,0.002846729,0.006319294
1,5,0.598017111,0.518233699,0.278718542,0.010502792,0.007486316,0.010562933,0.002584757,-0.003496407,-0.006343458
1,50,0.599176551,0.562002187,0.26791145,0.008588868,0.005528259,0.011690224,0.003922302,-0.002513688,-0.004904005
1,51,0.561361727,0.575937,0.236777248,0.009617202,0.006844331,0.011122879,0.004297986,0.003081549,-0.004364872
1,6,0.650770109,0.576803889,0.336073934,0.008842739,0.006679817,0.009367219,-0.005090754,-0.00185966,-0.006013593
1,7,0.608413631,0.568126539,0.254969236,0.009031703,0.006665725,0.010717069,-0.001448148,-0.003605499,0.003297351
1,8,0.613414679,0.567180457,0.26737248,0.008886658,0.006773703,0.012605076,-0.004960215,-0.004003441,0.005087705
1,9,0.609155196,0.555852464,0.232064907,0.008208036,0.006187946,0.010208954,-0.004944466,-0.00338174,0.00239038
2,1,0.495168678,0.539358118,0.416123756,0.011314128,0.009810727,0.014750893,0.01536652,0.016009702,0.01974824
2,10,0.571047437,0.562435824,0.421408897,0.008670812,0.006267808,0.009108428,-0.005742618,-0.00123518,0.006639723
2,11,0.495484295,0.487715737,0.270100394,0.01067013,0.008904201,0.016770707,0.008861092,0.007963553,-0.010380492
2,12,0.547122831,0.503022195,0.288284309,0.008753109,0.006844614,0.009519343,-0.00366544,-0.003080404,-0.004442884
2,13,0.470929609,0.490928033,0.320918557,0.019045892,0.01704451,0.026994371,0.016625216,0.015796958,0.026262848
2,14,0.456152511,0.480702584,0.327052134,0.013116636,0.010023966,0.011918607,0.008047941,0.007416182,0.009716873
2,15,0.499909851,0.487896035,0.342615007,0.009364803,0.005495403,0.011002714,-0.002806413,-0.001298199,0.006664135
2,16,0.559995464,0.543825961,0.360509831,0.036377892,0.03246867,0.041046324,0.024688503,0.021154509,0.027675996
2,17,0.555172023,0.571069349,0.316298095,0.007589728,0.004969713,0.008795926,0.000961246,-0.002034614,0.006527882
2,18,0.555576058,0.579222721,0.331214741,0.006594586,0.005071231,0.010719723,-0.001670363,-0.002411589,0.006756245
2,19,0.551291588,0.571282708,0.316413039,0.007080869,0.004891381,0.00917937,0.002966958,-0.002465332,0.005213509
2,2,0.465186227,0.508642944,0.361016125,0.013752645,0.012708843,0.019556507,0.022785492,0.022329028,0.031616452
2,20,0.479196772,0.528184665,0.334486238,0.008460492,0.006938839,0.011753701,-0.002472961,0.002454422,0.00552919
2,21,0.485008967,0.506015366,0.347176267,0.008465411,0.006250883,0.009528084,0.003295176,0.001535439,-0.004533399
2,22,0.484922855,0.52780677,0.3829317,0.009016168,0.006449359,0.009570312,-0.003793236,-0.003056893,0.00522035
2,23,0.462706655,0.482534008,0.324562182,0.008392383,0.006578383,0.009641148,0.003832818,-0.003440764,-0.002756525
2,24,0.447722349,0.480596481,0.322560841,0.00776043,0.005888284,0.009452698,-0.004403489,-0.002618672,0.006709393
2,25,0.549316388,0.541333318,0.311451972,0.011765255,0.008981451,0.012913099,0.008483561,0.006694992,-0.002126864
2,26,0.469647151,0.48373612,0.283227519,0.022300004,0.020957199,0.018854283,0.006865578,0.011163734,0.010587942
2,27,0.559840923,0.569695013,0.330634252,0.014339445,0.011031019,0.008107093,0.008424428,0.006395653,-0.004599879
2,28,0.54344576,0.547084773,0.306236413,0.010161299,0.007189659,0.010162985,0.006079047,0.004428182,0.006203294
2,29,0.552714747,0.552738966,0.327147473,0.010441253,0.008342824,0.014662844,-0.006370127,-0.004105731,0.009603455
2,3,0.491916017,0.546367426,0.425870974,0.010343536,0.00829319,0.012260002,0.009284916,0.00966301,0.011548533
2,30,0.53843587,0.562419678,0.300246996,0.006733268,0.004622583,0.008967517,0.002499818,-0.001476296,0.002744076
2,31,0.540531782,0.561615835,0.291474692,0.007121768,0.005100799,0.009752838,0.004160647,-0.001803686,-0.00586152
2,32,0.543850949,0.565591224,0.296108609,0.007418615,0.005080173,0.010476903,0.00156796,0.000556198,-0.007865284
2,33,0.537057689,0.568866566,0.363644472,0.006389581,0.004974771,0.008039404,-0.000491047,-0.001023199,-0.004169625
2,34,0.54231938,0.567206598,0.323521531,0.006956128,0.005015635,0.010764665,-0.002897432,-0.002337736,0.004572947
2,35,0.545400585,0.573894908,0.354186345,0.007188451,0.004946718,0.009577437,0.004106483,0.001469403,-0.004933045
2,36,0.537906126,0.547408847,0.314151438,0.010486039,0.008270237,0.009060496,0.004724839,0.004909019,-0.004010005
2,37,0.537263359,0.538890651,0.314051102,0.009690373,0.007909762,0.00851168,0.003140872,0.00467184,0.0037977
2,38,0.53726951,0.504283509,0.323827537,0.009612107,0.009135534,0.01034321,-0.002894736,-0.002360528,0.006340282
2,39,0.53726951,0.504283509,0.323827537,0.009612107,0.009135534,0.01034321,-0.002894736,-0.002360528,0.006340282
2,4,0.51156461,0.5542467,0.391088148,0.008324808,0.005974811,0.009507119,0.001102964,-0.00173515,-0.00314801
2,40,0.53245568,0.533563991,0.289195792,0.010208735,0.007347385,0.008436036,0.005367029,0.003456872,0.003418366
2,41,0.540334185,0.541119191,0.296563005,0.008159155,0.006093903,0.009215807,-0.005788612,-0.003326738,0.00351008
2,42,0.563270037,0.523563049,0.29998789,0.008134641,0.006054774,0.013970756,0.003744021,0.003264049,0.008903168
2,43,0.520230427,0.494020386,0.281347657,0.007746545,0.00505394,0.011929602,0.003180481,-0.002819749,0.001627326
2,44,0.547759447,0.544741288,0.376886926,0.008486312,0.004947651,0.013207487,-0.004021576,-0.002426585,-0.007675893
2,5,0.484059425,0.525514415,0.379998116,0.008929068,0.006954618,0.014646635,0.003398051,0.004030218,0.008536032
2,6,0.492029809,0.542804146,0.428350546,0.010221094,0.007518961,0.013046544,0.004806997,-0.003868726,-0.008153573
2,7,0.569552005,0.5565256,0.345116107,0.008724338,0.006878438,0.011199052,0.002577971,-0.003318278,-0.003922069
2,8,0.562457352,0.53984519,0.326931423,0.009252119,0.007580737,0.010732756,-0.003436254,-0.003823138,-0.003719146
2,9,0.611124246,0.609352793,0.404026518,0.007267047,0.005746359,0.008214333,-0.004595948,-0.002180972,-0.002051595
3,1,0.510911079,0.489694782,0.186255096,0.012417423,0.010815599,0.011644081,-0.007472594,-0.007676037,-0.005093816
3,10,0.554417771,0.544463346,0.245812886,0.008160294,0.006880431,0.009639314,-0.003279606,-0.003523132,-0.00631565
3,11,0.550469293,0.537570519,0.228976398,0.008152183,0.007763242,0.011585837,-0.003408605,-0.002506198,0.002700351
3,12,0.553355207,0.49298281,0.232144484,0.010463198,0.009290528,0.018427636,-0.007244368,-0.008228212,-0.017669848
3,13,0.580588216,0.520391503,0.231221853,0.008067184,0.006249994,0.01128128,-0.003809326,0.00104791,0.00871946
3,14,0.525914991,0.492904002,0.214295792,0.015646402,0.012850523,0.026892531,-0.01122489,-0.01041678,-0.0269127
3,15,0.571653683,0.500884765,0.27030837,0.009478126,0.007334682,0.011102471,-0.002968578,-0.001223772,0.00610032
3,16,0.584749669,0.531098258,0.212502042,0.009204958,0.007451662,0.011064476,-0.003954461,0.004019653,0.005601285
3,17,0.533990324,0.496657959,0.200838057,0.008770242,0.006705515,0.011095413,0.004768132,-0.001564592,-0.003044874
3,18,0.563422271,0.536514875,0.172119227,0.00834492,0.00622835,0.01113741,0.004452808,0.001576566,-0.004865105
3,19,0.516893961,0.499422779,0.166787185,0.008797026,0.006951651,0.011805871,-0.004014912,0.003335857,0.00377898
3,2,0.533052315,0.506734249,0.185972156,0.011103596,0.007902367,0.012650207,0.004796542,-0.002903839,0.004214341
3,20,0.501897738,0.49743297,0.173754207,0.00834919,0.00703743,0.011937743,-0.003883893,-0.002516516,0.004596421
3,21,0.54518492,0.513408336,0.213928661,0.008435383,0.005492985,0.011122469,0.005742629,0.002026811,-0.006017232
3,22,0.553152613,0.525234166,0.224265595,0.00849676,0.005450865,0.009998756,0.00539486,-0.002435301,-0.003273261
3,23,0.532632902,0.513259561,0.226657517,0.008493586,0.005328558,0.011338029,0.003616537,0.001216113,0.008674881
3,24,0.50426621,0.490027314,0.199152332,0.018440097,0.018691845,0.039807176,0.02752917,0.029579192,0.063342428
3,25,0.523725663,0.511129436,0.183555245,0.007694953,0.005316741,0.013016707,-0.002886118,-0.001615633,0.006358185
3,26,0.5366698,0.520549888,0.191395692,0.007539411,0.005623891,0.012670931,-0.002735739,0.003107757,-0.002478157
3,27,0.525791589,0.522342869,0.257013634,0.007823482,0.00521855,0.011448435,0.004886711,0.001088357,-0.008335718
3,28,0.599560212,0.539672581,0.157254864,0.009280134,0.007241055,0.010366411,0.006388956,-0.003890621,-0.004377298
3,29,0.564716262,0.500434982,0.093969642,0.008309695,0.007206303,0.009882661,-0.003006497,-0.003101547,-0.004240447
3,3,0.559436887,0.522701927,0.194201261,0.01247845,0.007927456,0.012182877,0.00447724,-0.003409314,-0.005291995
3,30,0.632317862,0.575647908,0.1359513,0.008617433,0.006967445,0.011130795,0.004363431,-0.003455671,0.006353921
3,31,0.62587674,0.567608328,0.143008279,0.009172572,0.007280535,0.013083929,0.00505629,-0.002590995,0.007410176
3,32,0.523574198,0.490673925,0.200882651,0.008968285,0.007406123,0.01208445,0.005482909,-0.004526514,-0.002643816
3,33,0.514012275,0.530864141,0.177123735,0.011205422,0.009326082,0.013272617,0.004607392,0.00475658,0.008613441
3,34,0.544884681,0.557933767,0.228943721,0.014275758,0.010930114,0.017103329,-0.008671144,-0.007067419,0.009502367
3,35,0.551507253,0.570902122,0.222103562,0.007386819,0.005350989,0.015462499,-0.002662944,0.002501052,0.008919387
3,36,0.569720001,0.584030016,0.188923039,0.013498668,0.0109847,0.010517948,0.007352958,0.008023033,0.003556687
3,37,0.502302542,0.487401658,0.22317343,0.00815741,0.00547002,0.011461254,0.003389407,0.000522317,-0.008148253
3,38,0.536656729,0.517350663,0.262056969,0.022390078,0.016370842,0.016828622,-0.012856188,-0.009528256,-0.010002885
3,39,0.50043652,0.480581873,0.198499186,0.009774168,0.008884809,0.012672015,-0.003589184,-0.004787395,-0.004549797
3,4,0.544322644,0.522239842,0.263666961,0.010666038,0.007534835,0.011063175,-0.003678851,0.004525948,-0.006697895
3,40,0.491871039,0.508396908,0.222940081,0.008846352,0.006484391,0.012936034,0.00724525,0.007731146,0.009565381
3,41,0.505892733,0.488204348,0.198659493,0.008344455,0.005467034,0.010364304,-0.003009774,-0.003648469,0.004555948
3,42,0.510575857,0.492402706,0.194037878,0.008305322,0.00541307,0.0109944,0.002090198,0.001581451,-0.006455102
3,43,0.526080296,0.502703503,0.192019237,0.00772851,0.00515544,0.013698069,0.002531082,0.001633781,-0.005356883
3,44,0.484189362,0.506951452,0.211465619,0.008313963,0.005529989,0.011741467,0.0037903,-0.002386093,0.00898508
3,45,0.520917403,0.53845663,0.242303811,0.009304711,0.007820237,0.009619427,-0.006147403,-0.009939015,-0.008547965
3,46,0.517671278,0.532562936,0.242974257,0.009319761,0.007353497,0.010567219,-0.003822393,-0.002917286,0.004827603
3,47,0.474571697,0.523459253,0.239211842,0.006606876,0.00532077,0.013359676,-0.004126352,0.001666126,-0.007305282
3,48,0.548145799,0.572102697,0.183739003,0.007037358,0.005596115,0.014770036,-0.002860915,-0.002161995,0.009501765
3,49,0.532549096,0.462425252,0.158159811,0.009106666,0.007239219,0.010101401,-0.003812272,-0.004247397,-0.005554648
3,5,0.493399532,0.512120496,0.176390242,0.009635453,0.008028386,0.011698379,0.004652867,0.002442571,-0.005509209
3,50,0.567359217,0.502082649,0.184902672,0.008245694,0.007204672,0.010647204,0.002433679,-0.005201444,-0.00512189
3,51,0.514444758,0.495055271,0.20957384,0.008904763,0.006043103,0.011739957,-0.002831879,-0.002438217,0.006514341
3,52,0.529205326,0.515344324,0.228735745,0.008145685,0.005429551,0.011224622,0.00521148,-0.001534575,0.008906483
3,53,0.529559001,0.510306371,0.205977884,0.00906041,0.006005277,0.011367364,0.0012971,0.003493321,-0.007098535
3,54,0.504512245,0.490029236,0.16800083,0.0129315,0.010384394,0.012564466,-0.001942166,-0.006550434,-0.006214376
3,55,0.543379253,0.52561898,0.159509544,0.007226428,0.005614556,0.012290706,0.003872417,0.003539832,-0.0075266
3,56,0.568866951,0.551762899,0.15610119,0.009463615,0.00678426,0.011298063,0.003972581,-0.002732509,-0.006415046
3,57,0.594034034,0.56666609,0.137450961,0.010260992,0.006415606,0.012349834,0.004162377,-0.002650723,0.006906648
3,58,0.605603449,0.574679145,0.140186179,0.009472031,0.005556965,0.012819956,-0.005693456,0.001798367,-0.007125072
3,59,0.521775835,0.513728566,0.251023833,0.008294586,0.005652289,0.013259646,0.004766513,0.002284297,-0.008445025
3,6,0.494474782,0.482667789,0.19247248,0.010426183,0.009929441,0.012655409,0.005030235,-0.006419737,0.004814908
3,60,0.548190393,0.515345862,0.236854518,0.008616441,0.005469208,0.013200402,0.00487403,-0.001370798,0.008550269
3,61,0.541946868,0.50413781,0.219529035,0.009119262,0.005475523,0.014623296,0.006695497,-0.003401157,-0.011445269
3,62,0.584979942,0.533890372,0.22308924,0.008778138,0.005859618,0.012254246,-0.004858022,-0.00310991,0.006954886
3,63,0.575918931,0.535895558,0.233267404,0.009122966,0.005455536,0.01266639,0.003410813,-0.002677054,-0.004061012
3,64,0.508887825,0.473267711,0.224434744,0.008387828,0.0066891,0.010051526,-0.004565952,-0.004082516,-0.005885822
3,65,0.555990089,0.589003769,0.221233981,0.00755758,0.005111563,0.011197786,-0.002706932,0.002640908,0.006694533
3,66,0.515611118,0.518443597,0.158244001,0.007744926,0.006118878,0.011693014,-0.003683866,-0.00287959,-0.006181109
3,67,0.510844189,0.4993951,0.17502667,0.00759393,0.005679899,0.014747827,-0.001188089,0.002447101,-0.006264586
3,68,0.559474177,0.541736969,0.176228397,0.007339658,0.005794217,0.012791796,0.004897902,0.002964652,-0.001787413
3,69,0.552765876,0.537936496,0.162520783,0.007796639,0.006656024,0.015037134,0.003043012,0.004077226,0.01127283
3,7,0.508723674,0.493086606,0.188556293,0.013002949,0.008546518,0.011962035,0.003254832,-0.00464584,-0.007812269
3,70,0.495407409,0.485700172,0.135795222,0.007534877,0.00593935,0.012474764,0.001082565,-0.002455108,0.008471302
3,71,0.55758086,0.576935364,0.094886507,0.006972081,0.006201421,0.010172625,-0.003308929,-0.001706135,-0.00612959
3,72,0.561633904,0.586085947,0.1134191,0.00739509,0.005862382,0.010996094,-0.002473031,-0.002546776,0.005955955
3,73,0.543039418,0.556570194,0.224485104,0.007645343,0.005971882,0.012409848,-0.003090231,-0.002366759,0.003692381
3,74,0.539701413,0.548779339,0.254223827,0.012114635,0.009508096,0.009373018,-0.009843374,-0.007786878,-0.004089191
3,75,0.571346523,0.538856821,0.183589075,0.009519674,0.006628332,0.009238532,0.003527192,0.003243942,0.00282022
3,76,0.529001194,0.490270273,0.264431592,0.008592374,0.006011275,0.011713552,-0.004195195,-0.00357085,0.005920271
3,77,0.588519772,0.531483073,0.207136555,0.008899724,0.008543103,0.015324232,-0.004929506,0.00589094,0.009742845
3,78,0.530978701,0.480431945,0.165225631,0.008704735,0.00561042,0.01196381,-0.004447805,-0.002863778,-0.005226712
3,8,0.554417771,0.544463346,0.245812886,0.008160294,0.006880431,0.009639314,-0.003279606,-0.003523132,-0.00631565
3,9,0.550469293,0.537570519,0.228976398,0.008152183,0.007763242,0.011585837,-0.003408605,-0.002506198,0.002700351
4,1,0.420350946,0.436173309,0.167221207,0.011219625,0.007194529,0.010564501,-0.006281307,0.003172606,-0.007291281
4,10,0.460340874,0.482262985,0.245449985,0.010135354,0.006233297,0.011394115,0.004247915,-0.002441697,0.004048476
4,11,0.409614205,0.385249812,0.170010245,0.013154552,0.008796595,0.012362288,0.006972754,0.004403208,-0.007334199
4,12,0.438122368,0.45416424,0.178447326,0.009359348,0.006555052,0.012234768,-0.005956707,0.002973767,-0.005544376
4,13,0.426608695,0.459610073,0.256179806,0.021658124,0.014387096,0.017248938,0.011013545,0.007037142,-0.00631332
4,14,0.450980392,0.484617233,0.227986876,0.008549969,0.005561564,0.011393944,0.006340817,0.002209663,0.009006394
4,15,0.46124044,0.467853402,0.122714228,0.009812529,0.006830626,0.011739207,-0.001238565,0.000501603,0.006812549
4,16,0.436533904,0.472230135,0.191350713,0.009944475,0.006870455,0.01388013,0.009066841,0.008573743,0.008323643
4,17,0.458773938,0.48727249,0.218495688,0.009036981,0.005748471,0.011920999,0.003749482,-0.002463409,-0.007496755
4,18,0.43561973,0.476109801,0.236416653,0.008915832,0.006087106,0.013545045,-0.003785173,-0.002379238,-0.004316342
4,19,0.48170633,0.477086637,0.206007485,0.008120098,0.006269937,0.011845598,0.004229581,-0.002046228,-0.006965055
4,2,0.398800579,0.425559586,0.191341487,0.014423939,0.010461596,0.015470081,0.009207253,0.006471258,0.006763778
4,20,0.485885467,0.485946207,0.202392307,0.007837715,0.006475978,0.012027773,0.004912546,-0.001756939,0.005224996
4,21,0.487928327,0.487435488,0.197227108,0.007939019,0.00615092,0.011354929,0.004988595,0.003092056,0.007631278
4,22,0.462668597,0.472832921,0.164353745,0.007966068,0.005991862,0.010919532,-0.004126294,-0.00405624,-0.006787761
4,23,0.452649971,0.454231131,0.169217551,0.009537644,0.006301833,0.011739243,0.006154216,0.003691177,0.007523321
4,24,0.478439446,0.486933038,0.15701421,0.007785739,0.005818848,0.01426107,0.004322091,-0.003576127,-0.0081993
4,3,0.402068232,0.431443284,0.177364388,0.010554244,0.007287015,0.010747768,0.00626096,-0.00340611,0.006418514
4,4,0.488967056,0.473823981,0.182956688,0.008833647,0.008763993,0.01082585,0.002946931,-0.005476813,0.006632177
4,5,0.437753315,0.431215702,0.189605402,0.011443583,0.009159294,0.011491262,-0.003335944,-0.005013753,0.004722098
4,6,0.461860141,0.462712806,0.240097953,0.008154544,0.006365009,0.011981555,-0.004874067,-0.002307472,-0.007194137
4,7,0.479319405,0.478435986,0.262244186,0.008680936,0.008133021,0.022512017,0.003434936,0.008237203,0.031094132
4,8,0.473493371,0.453581444,0.270053493,0.00833829,0.006891218,0.012196587,0.003874513,0.002209281,0.002369374
4,9,0.417710682,0.414967006,0.195008563,0.008948482,0.005798407,0.013107904,0.004805796,-0.001630121,-0.007853612
5,1,0.211567109,0.33553727,0.111969415,0.012056027,0.013295599,0.008379748,0.007304812,0.007503392,0.003650335
5,2,0.298193756,0.427724694,0.097935804,0.014777601,0.012456298,0.008321567,0.008510108,0.00611663,0.003469958
5,3,0.408963366,0.486953028,0.178112872,0.012662237,0.009751914,0.014496669,-0.006720805,0.00216757,0.009992321
5,4,0.441173587,0.515170562,0.195449504,0.01227218,0.008599008,0.015742762,-0.006934364,-0.004903845,0.008985447
5,5,0.443439417,0.525857711,0.189412803,0.013174767,0.009987208,0.015702186,-0.006465524,-0.006970622,0.009087094
5,6,0.583930833,0.58105107,0.350721863,0.012860888,0.01190046,0.017613097,-0.007562158,-0.008999433,-0.016100947
